Title,Price,Capacity,Country,Unit,Characteristics,Quantity,Type,ABV,Vintage
Château De Crezancy Sancerre 2021/22,22.99,75.0,France,10.1,"Green Apple, Citrus Fruit, Grass",per bottle,White,13.5,2022
Réserve des Diacres Châteauneuf-du-Pape 2020/21,22.99,75.0,France,10.9,"White Pepper, Black Plum, Blackberry, Earth, Raspberry, Spice",per bottle,Red,14.5,2021
"Marqués de Cáceres ‘Deusa Nai’ Albariño 2021, Rías Baixas",14.99,75.0,Spain,9.4,"Citrus Fruit, Floral, Green Apple",per bottle,White,12.5,2021
"Domaine Bader-Mimeur, Château de Chassagne-Montrachet Rouge 2014",39.99,75.0,France,9.8,"Black Cherry, Earth, Raspberry, White Pepper",per bottle,Red,13.0,2014
"Château Fonplégade 2015, Saint-Émilion Grand Cru",59.99,75.0,France,10.9,"Red Fruit, Red Plum, Spice",per bottle,Red,14.5,2015
Muga Rioja Reserva 2018/19,22.99,75.0,Spain,10.9,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.5,2019
Domini Veneti ‘Foscarino’ Soave Classico DOC 2022,14.99,75.0,Italy,9.8,"Lemon, Melon, Peach",per bottle,White,13.0,2022
Laurent-Perrier ‘Cuvée Rosé’ Champagne with 2 glasses,109.99,75.0,France,9.0,"Strawberry, Raspberry, Red Fruit",per bottle,Rosé,12.0,Non-Vintage
Domaine Merlin Cherrier Sancerre Blanc 2020/21,23.99,75.0,France,9.8,"Citrus Fruit, Grass, Green Apple",per bottle,White,13.0,2021
Aqualta Prosecco DOC Rosé,10.99,75.0,Italy,8.6,"Citrus Fruit, Green Apple, Raspberry",per bottle,Rosé,11.5,2020
Armand de Brignac Brut Champagne,315.0,75.0,France,9.4,"Apricot, Bread, Pastry",per bottle,White,12.5,Non-Vintage
Cune Rioja Gran Reserva 2015/17,19.99,75.0,Spain,10.5,"Black Fruit, Red Fruit, Spice, Vanilla",per bottle,Red,14.0,2017
Laborde au Château Chablis 2020,19.99,75.0,France,9.4,"Citrus Fruit, Floral, Lemon",per bottle,White,12.5,2020
Naudin Père et Fils Meursault 2017,55.99,75.0,France,9.8,"Butter, Citrus Fruit, Floral, Vanilla",per bottle,White,13.0,2017
Labbé et Fils Brut Champagne,33.99,75.0,France,9.0,"Citrus Fruit, Green Fruit, Hazelnut",per bottle,White,12.0,Non-Vintage
"Edouard Delaunay 'Septembre' Pinot Noir 2019/20, Burgundy",17.99,75.0,France,9.8,"Strawberry, Black Cherry, Earth, Red Cherry",per bottle,Red,13.0,2020
Louis Roederer Cristal 2013,300.0,75.0,France,9.0,"Hazelnut, Nectarine, Wet Stones",per bottle,White,12.0,2013
Marques de Calado Rosé 2020 Vino de la Tierra Castilla,7.99,75.0,Spain,9.4,"Cream, Peach, Raspberry, Strawberry",per bottle,Rosé,12.5,2020
"Meerlust Merlot 2017/18, Stellenbosch",26.99,75.0,South Africa,10.5,-,per bottle,Red,14.0,2018
Grato Grati ‘Vecchia Annata’ Rosso Toscana 1999,27.99,75.0,Italy,10.1,"Cinnamon, Cooked Fruit, Leather, Spice",per bottle,Red,13.5,1999
"Domaine de Saint Ferréol 'Grande Réserve' Viognier 2018/19, Languedoc",19.99,75.0,France,9.8,"Spice, Apricot, Honeysuckle, Peach",per bottle,White,13.0,2019
Pol Roger Pure Extra Brut Champagne,69.99,75.0,France,9.4,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.5,Non-Vintage
Ruinart Blanc de Blanc Champagne Half Bottle,51.99,37.5,France,4.7,"Hazelnut, Almond, Biscuit, Bread, Citrus Fruit",per bottle,White,12.5,Non-Vintage
Taittinger Comtes de Champagne 2005,166.99,75.0,France,9.0,"Wet Stones, Citrus Fruit, Green Fruit, Honey, Honeysuckle, Walnut",per bottle,White,12.0,2005
"Château la Favière 2018/19, Bordeaux Supérieur",16.99,75.0,France,10.5,"Spice, Blackcurrant, Savoury",per bottle,Red,14.0,2019
Definition Pauillac 2017/18,27.99,75.0,France,10.9,"Cedar, Black Plum, Blackcurrant",per bottle,Red,14.5,2018
Edouard Delaunay 'Charmont' Bourgogne Hautes-Côtes de Nuits Blanc 2019/20,24.99,75.0,France,10.1,"Cream, Ripe Fruit, Stone Fruit, Vanilla",per bottle,White,13.5,2020
Laurent-Perrier Rosé Champagne Magnum,170.0,150.0,France,18.0,"Strawberry, Raspberry, Red Cherry",per bottle,Rosé,12.0,Non-Vintage
"Mud House Chilean Rosé 2021, Central Valley",9.99,75.0,Chile,9.4,"Gooseberry, Peach, Raspberry, Strawberry",per bottle,Rosé,12.5,2021
Piper-Heidsieck 'Sauvage' Rosé Champagne,49.99,75.0,France,9.0,"Melon, Raspberry, Strawberry",per bottle,Rosé,12.0,Non-Vintage
10 year old Malmsey Henriques and Henriques Madeira 50cl,22.99,50.0,Portugal,10.0,"Walnut, Caramel, Raisin",per bottle,White,20.0,Non-Vintage
"19 Crimes Cabernet Sauvignon 2020/21, Australia",10.99,75.0,Australia,10.5,"Black Plum, Blackberry, Blackcurrant, Spice, Vanilla",per bottle,Red,14.0,2021
"Agricola Fuster 'Dardell' Organic Red 2020/21, Terra Alta",10.99,75.0,Spain,10.9,"Violet, Leather, Red Plum, Strawberry",per bottle,Red,14.5,2021
"Agricola Fuster 'Dardell' Organic White 2021/22, Terra Alta",10.99,75.0,Spain,10.1,"Pear, Apricot, Lemon, Lime, Peach",per bottle,White,13.5,2022
Alain Chavy 'Clavoillons’ Puligny-Montrachet Premier Cru 2018/20,83.99,75.0,France,10.1,"Vanilla, Butter, Green Apple, Lemon, Pear",per bottle,White,13.5,2018
Alain Chavy 'Les Champs Gains’ Puligny-Montrachet Premier Cru 2018/19,83.99,75.0,France,9.8,"Vanilla, Butter, Cream, Green Apple, Hazelnut, Lemon, Peach",per bottle,White,13.0,2019
Alain Chavy 'Les Charmes’ Puligny-Montrachet 2019/20,64.99,75.0,France,9.8,"Stone Fruit, Bread, Butter, Caramel, Cream, Floral, Hazelnut, Honey",per bottle,White,13.0,2019
Alain Chavy Puligny-Montrachet 2018/19,57.99,75.0,France,9.8,"Stone Fruit, Bread, Butter, Cream, Floral, Hazelnut, Honey",per bottle,White,13.0,2019
Alain Jaume 'La Butte d'Or' Condrieu 2020,42.99,75.0,France,10.5,"Apricot, Blossom, Citrus Fruit, Honey",per bottle,White,14.0,2020
"Alamos Chardonnay 2021/22, Mendoza",9.99,75.0,Argentina,10.1,"Vanilla, Peach, Pineapple",per bottle,White,13.5,2022
"Alamos Lujan De Cuyo Cabernet 2021/22, Mendoza",9.99,75.0,Argentina,10.1,"Cedar, Black Plum, Blackcurrant",per bottle,Red,13.5,2022
"Alvaro Palacios 'Les Terrasses' 2018/21, Priorat",39.99,75.0,Spain,10.9,"Black Fruit, Spice, Vanilla",per bottle,Red,14.5,2021
Andrew Quady 'Essensia' Orange Muscat 2019/21 Half Bottle,14.99,37.5,USA,5.6,"Stone Fruit, Apricot, Blossom, Honey, Orange, Peach",per bottle,White,15.0,2021
"Anthonij Rupert Wyne 'Cape of Good Hope' Chenin Blanc 2020/21, Swartland",16.99,75.0,South Africa,10.1,"Stone Fruit, Citrus Fruit, Floral, Quince",per bottle,White,13.5,2021
"Antinori ‘Tignanello’ 2020, Tuscany",169.99,75.0,Italy,10.9,"Vanilla, Blackberry, Chocolate, Red Fruit, Spice",per bottle,Red,14.5,2020
Apostoles 30-Year-Old Palo Cortado Sherry Gonzalez Byass Half Bottle,26.99,37.5,Spain,7.5,"Fig, Caramel, Dried Fruit",per bottle,White,20.0,Non-Vintage
"Au Bon Climat Chardonnay 2021/22, Santa Barbara County",32.99,75.0,USA,10.1,"Vanilla, Green Apple, Lemon, Lime, Peach",per bottle,White,13.5,2022
"Auberge Petite Pierre 2019, Corbieres",7.99,75.0,France,10.1,"Spice, Black Plum, Blackberry, Dried Herbs",per bottle,Red,13.5,2018
Barbaresco 2019/20 De Forville,19.99,75.0,Italy,10.5,"Spice, Earth, Leather, Red Fruit",per bottle,Red,14.0,2019
"De Forville Barbera D'Alba 2021, Piedmont",14.99,75.0,Italy,10.9,"Sweet Spice, Earth, Red Cherry, Red Plum",per bottle,Red,14.5,2021
"Bodegas Bardos 'Roble' 2020/21, Ribera del Duero",12.99,75.0,Spain,10.5,"Cedar, Black Cherry, Blackcurrant",per bottle,Red,14.0,2021
"Bodegas Muga 'Flor de Muga' 2021/22, Rioja",24.99,75.0,Spain,10.5,"Floral, Peach, Raspberry, Strawberry",per bottle,Rosé,14.0,2022
Bodegas Roda Rioja Reserva 2016/17,33.99,75.0,Spain,10.9,"Vanilla, Black Fruit, Red Fruit, Spice",per bottle,Red,14.5,2017
"Bodegas Volver 'Tarima' Monastrell 2021/22, Alicante",9.99,75.0,Spain,10.9,"Chocolate, Black Cherry, Blackberry",per bottle,Red,14.5,2022
"Boekenhoutskloof 'The Chocolate Block' 2020/21 Magnum, Western Cape",49.99,150.0,South Africa,21.8,"Vanilla, Black Cherry, Black Plum, Chocolate, Coffee, Tobacco",per bottle,Red,14.5,2021
Bollinger ‘Grande Année’ Champagne 2012/14,150.0,75.0,France,9.0,"Green Apple, Almond, Biscuit, Bread, Citrus Fruit",per bottle,White,12.0,2014
Bollinger Special Cuvée Champagne Magnum,130.0,1.5,France,18.0,"Citrus Fruit, Biscuit, Bread",per bottle,White,12.0,Non-Vintage
"Cape Mentelle Cabernet Sauvignon 2017, Margaret River",72.99,75.0,Australia,10.9,"Black Cherry, Black Fruit, Black Plum, Blackcurrant, Cedar, Chocolate, Tobacco",per bottle,Red,14.5,2017
"Cape Mentelle Sauvignon Blanc-Semillon 2019/21, Margaret River",17.99,75.0,Australia,9.4,"Lemon, Citrus Fruit, Gooseberry, Grass, Herbal",per bottle,White,12.5,2021
"Catena Malbec 2019/20 Magnum, Mendoza",27.99,1.5,Argentina,20.3,"Black Fruit, Red Fruit, Ripe Fruit, Violet",per bottle,Red,13.5,2020
Caves des Grand Crus Blancs Pouilly-Vinzelles 2019/20,19.99,75.0,France,10.1,"Vanilla, Cream, Floral, Lemon, Peach",per bottle,White,13.5,2020
Chablis 1er Cru Vaillons 2020/21 Séguinot-Bordet,34.99,75.0,France,9.8,"Wet Stones, Green Apple, Honeysuckle, Lemon, Smoke",per bottle,White,13.0,2021
"Chassagne-Montrachet Blanc 2020/21 Château de la Maltroye, Burgundy",79.99,75.0,France,10.9,"Stone Fruit, Bread, Butter, Caramel, Cream, Hazelnut, Smoke",per bottle,White,14.5,2021
"Château Arnauton 2014, Fronsac",16.99,75.0,France,10.5,"Blackcurrant, Savoury, Spice",per bottle,Red,14.0,2014
"Château Belair 2003, Saint-Émilion Grand Cru",79.99,75.0,France,9.4,"Spice, Blackcurrant, Savoury",per bottle,Red,12.5,2003
"Château Citran 'Moulins de Citran' 2010/12, Haut-Médoc",20.99,75.0,France,9.8,"Vanilla, Black Cherry, Blackberry, Blackcurrant, Blueberry, Cedar, Nutmeg, Tobacco",per bottle,Red,13.0,2012
"Château de Chassagne-Montrachet 2019/20, Chassagne-Montrachet",79.99,75.0,France,10.5,"Stone Fruit, Bread, Butter, Cream, Hazelnut, Smoke",per bottle,White,14.0,2020
Château De Crézancy Sancerre Rouge 2021/22,21.99,75.0,France,10.5,"Strawberry, Earth, Raspberry, Red Cherry",per bottle,Red,14.0,2022
Château de Rayne Vigneau Sauternes 2002,20.99,375.0,France,5.1,"Apricot, Ginger, Honey, Orange Marmalade",per bottle,White,13.5,2002
"Château du Domaine de L'Église 2014, Pomerol",69.99,75.0,France,10.1,-,per bottle,Red,13.5,2014
"Château du Tertre 'Les Hauts du Tertre' 2018, Margaux",34.99,75.0,France,10.1,"Blackcurrant, Dried Herbs, Red Cherry, Spice",per bottle,Red,13.5,2018
"Château Fonplégade 2014, Saint-Émilion Grand Cru",44.99,75.0,France,10.5,"Blackcurrant, Blueberry, Spice, Tobacco",per bottle,Red,14.0,2014
"Château Guiraud 'G de Guiraud' Organic Sémillon/Sauvignon Blanc 2019/20, Bordeaux Blanc",20.99,75.0,France,10.5,"Wet Stones, Grapefruit, Grass, Lemon",per bottle,White,14.0,2020
"Château la Garde 2013/14, Pessac-Léognan",32.99,75.0,France,10.1,"Cedar, Black Plum, Blackcurrant",per bottle,Red,13.5,2013
"Château La Garde Pessac-Léognan Blanc 2019, Graves",29.99,75.0,France,9.8,"Citrus Fruit, Green Apple, Lemon",per bottle,White,13.0,2019
"Château La Rame 2018/19, Ste-Croix-du-Mont 50cl",14.99,50.0,France,7.5,"Sweet Spice, Apricot, Honey, Stone Fruit",per bottle,White,15.0,2019
Château Lagrange St Julien 2010,92.99,75.0,France,10.1,"Tobacco, Blackberry, Blackcurrant, Cedar, Earth, Leather, Red Cherry, Smoke",per bottle,Red,13.5,2010
"Château Lynch-Moussas 2013, Pauillac",49.99,75.0,France,9.8,"Tobacco, Blackberry, Blackcurrant, Cedar, Earth, Leather, Smoke",per bottle,Red,13.0,2013
"Château Meyney 2013/2017, Saint-Estèphe",37.99,75.0,France,10.1,"Cedar, Black Plum, Blackcurrant",per bottle,Red,13.5,2017
"Château Minuty 'M de Minuty' Rosé 2021/22 Magnum, Côtes de Provence",38.99,150.0,France,19.5,"Strawberry, Herbaceous, Peach, Raspberry",per bottle,Rosé,13.0,2022
"Cloudy Bay Sauvignon Blanc 2021/22 Magnum, Marlborough",60.99,1.5,New Zealand,20.3,"Tropical Fruit, Grass, Green Apple, Lemon",per bottle,White,13.5,2021
"Martín Códax 'Cantigas' Albariño 2020/21, Rías Baixas",19.99,75.0,Spain,9.8,"Wet Stones, Apricot, Bread Dough, Lemon, Peach",per bottle,White,13.0,2020
Paul Jaboulet Aîné 'Les Grandes Terrasses' Cornas 2016/18,36.99,75.0,France,10.9,"Spice, Black Cherry, Black Plum, Blackberry",per bottle,Red,14.5,2018
Nicolas Potel Côte de Nuits-Villages 2017/18,22.99,75.0,France,9.8,"Strawberry, Earth, Liquorice, Red Cherry",per bottle,Red,13.0,2018
Vidal-Fleury Côtes du Rhône Blanc 2020/21,11.99,75.0,France,10.5,"Peach, Apricot, Floral",per bottle,White,14.0,2021
"Côtes-du-Rhône Villages Laudun 2017 Château Courac, France",14.99,75.0,France,10.9,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,14.5,2017
CVNE 'Contino Viña del Olivo' Rioja 2019/20,75.99,75.0,Spain,10.5,"Black Fruit, Liquorice, Red Fruit, Vanilla",per bottle,Red,14.0,2020
"CVNE 'Maruxa' Mencía 2019/21, Valdeorras",13.99,75.0,Spain,10.5,"Black Cherry, Blackcurrant, Earth",per bottle,Red,14.0,2021
"Devil's Creek 'Gold Reserve' Pinot Noir 2019, Central Otago",17.99,75.0,New Zealand,9.8,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,13.0,2019
De Forville Dolcetto d'Alba 2020/21,11.99,75.0,Italy,10.5,"Earth, Black Cherry, Black Plum",per bottle,Red,14.0,2021
"Domaine Begude ‘Esprit’ Organic Pinot Noir 2020/21, Limoux",17.99,75.0,France,9.8,"Savoury, Black Cherry, Dried Herbs, Red Fruit",per bottle,Red,13.0,2021
"Domaine Begude 'Arcturus' Organic Wild Ferment Chardonnay 2019/20, Limoux",43.99,75.0,France,10.1,"Vanilla, Apricot, Cream, Green Apple, Lemon, Peach",per bottle,White,13.5,2020
Domaine Bernard Michaut 'Beauroy' Chablis Premier Cru 2021/22,32.99,75.0,France,10.1,"Wet Stones, Green Apple, Honeysuckle, Lemon, Smoke",per bottle,White,13.5,2021/2022
Domaine Hubert Bouzereau-Gruère et Filles Meursault 2020/21,49.99,75.0,France,9.8,"Stone Fruit, Bread, Butter, Cream, Hazelnut, Honey, Smoke",per bottle,White,13.0,2021
Domaine Joly Puligny-Montrachet 2019/20,55.99,75.0,France,9.8,"Vanilla, Bread, Cream, Stone Fruit",per bottle,White,13.0,2020
Domaine Jomain ‘Les Perrières’ Puligny-Montrachet Premier Cru 2019/20,89.99,75.0,France,10.9,"Bread, Butter, Cream, Floral, Hazelnut, Honey, Stone Fruit",per bottle,White,14.5,2020
Domaine Jomain Puligny-Montrachet 2020/21,56.99,75.0,France,10.9,"Bread, Butter, Cream, Floral, Hazelnut, Honey, Stone Fruit",per bottle,White,14.5,2020/2021
Domaine la Couquihado Côtes du Rhône 2020 Magnum,24.99,1.5,France,22.5,"Black Cherry, Black Pepper, Blackberry, Liquorice",per bottle,Red,15.0,2020
"Domaine Maire 'Heritage' Chardonnay 2018, Côtes du Jura",14.99,75.0,France,9.0,"Wet Stones, Ginger, Grapefruit, Green Apple, Lemon, Pear",per bottle,White,12.0,2018
Domaine Pardon et Fils 'À Nous' Beaujolais Nouveau 2023,11.49,75.0,France,9.8,"Strawberry, Blueberry, Red Fruit",per bottle,Red,13.0,2023
"Domaine Rolet Arbois Chardonnay 2016/17, Jura",16.99,75.0,France,9.8,"Vanilla, Ginger, Green Apple, Lemon, Sweet Spice",per bottle,White,13.0,2017
Doudet-Naudin Bourgogne Côte d’Or Chardonnay 2019,25.99,75.0,France,9.8,"Cream, Green Apple, Stone Fruit, Vanilla",per bottle,White,13.0,2019
"Duckhorn 'Decoy' Zinfandel 2019/21, Sonoma County",32.99,75.0,USA,10.9,"White Pepper, Black Cherry, Blueberry, Chocolate, Red Cherry, Spice",per bottle,Red,14.5,2021
E. Guigal 'Brune et Blonde' Côte-Rôtie  2019/20,55.99,75.0,France,10.5,"Spice, Black Cherry, Black Plum, Blackberry, Cedar",per bottle,Red,14.0,2019
E. Guigal Saint-Joseph 2018/19,25.99,75.0,France,10.9,"Spice, Black Cherry, Black Plum, Blackberry",per bottle,Red,14.5,2019
Edouard Delaunay 'Charmont' Hautes-Côtes de Nuits Rouge 2019/20,24.99,75.0,France,10.1,"Earth, Liquorice, Red Cherry, Strawberry",per bottle,Red,13.5,2020
Edouard Delaunay Gevrey-Chambertin 2018/19,65.99,75.0,France,10.5,"Strawberry, Dried Herbs, Raspberry, Savoury",per bottle,Red,14.0,2019
"Elysium Black Muscat 2018/21 Half Bottle, California",14.99,37.5,USA,5.6,"Sweet Spice, Black Plum, Raisin",per bottle,Red,15.0,2021
"Erath Pinot Noir 2019/20, Oregon",24.99,75.0,USA,10.1,"Vanilla, Black Fruit, Red Fruit, Spice",per bottle,Red,13.5,2020
"Viña Errázuriz ‘Estate Series’ Sauvignon Blanc 2021/22, Casablanca Valley",9.99,75.0,Chile,10.1,"Green Apple, Citrus Fruit, Grass",per bottle,White,13.5,2022
"Escarpment 'Kiwa' Pinot Noir 2020, Martinborough",35.99,75.0,New Zealand,10.5,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,14.0,2020
"Fitou by Mademoiselle Jones 2020, France",17.99,75.0,France,10.9,"Spice, Black Fruit, Dried Herbs",per bottle,Red,14.5,2020
Fonseca Reserve Ruby Port 50cl,15.99,500.0,Portugal,10.0,"Blackcurrant, Prune, Raisin",per bottle,Red,20.0,Non-Vintage
G. D. Vajra ‘Albe’ Barolo DOCG 2017/18,55.99,75.0,Italy,10.9,"Violet, Herbaceous, Red Fruit",per bottle,Red,14.5,2018
"Gabb Family Vineyards Chardonnay 2020/21, South Africa",14.99,75.0,South Africa,10.1,"Vanilla, Cream, Stone Fruit",per bottle,White,13.5,2021
"Gabb Family Vineyards Malbec 2020/21, South Africa",11.99,75.0,South Africa,10.9,"Vanilla, Black Cherry, Black Plum",per bottle,Red,14.5,2021
Gianni Brunelli Brunello di Montalcino DOCG 2016/17,52.99,75.0,Italy,10.9,"Earth, Leather, Red Cherry, Red Fruit, Tobacco, Vanilla",per bottle,Red,14.5,2017
Girardin Père et Fils ‘Vieilles Vignes’ Meursault 2017,56.99,75.0,France,9.8,"Citrus Fruit, Grass, Green Apple",per bottle,White,13.0,2017
Girardin Père et Fils Puligny-Montrachet Vieilles Vignes 2017,64.99,75.0,France,9.8,"Vanilla, Bread, Cream, Stone Fruit",per bottle,White,13.0,2017
"Girardin Père et Fils Santenay 'Vieilles Vignes' Rouge 2018/19, Burgundy",28.99,75.0,France,9.8,"Sweet Spice, Earth, Raspberry, Red Cherry, Strawberry",per bottle,Red,13.0,2019
"Goldwater Sauvignon Blanc 2022, Wairau Valley",13.99,75.0,New Zealand,9.8,"Tropical Fruit, Gooseberry, Grapefruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022
Gonzalez Byass 'Tio Pepe' Fino Sherry,13.99,75.0,Spain,11.3,"Green Apple, Almond, Biscuit",per bottle,White,15.0,Non-Vintage
Grattamacco Organic Bolgheri Rosso DOC 2020/21,24.99,75.0,Italy,10.9,"Spice, Black Fruit, Herbaceous",per bottle,Red,14.5,2020
"Greywacke Pinot Gris 2020/21, Marlborough",31.99,75.0,New Zealand,10.9,"Quince, Cooked Fruit, Fig, Pear",per bottle,White,14.5,2020
"Hamilton Russell Vineyards Chardonnay 2020/21, Hemel-en-Aarde",39.99,75.0,South Africa,10.1,-,per bottle,White,13.5,2021
"Hanna Chardonnay 2018/19, Sonoma County",27.99,75.0,USA,10.9,"Vanilla, Apricot, Green Apple, Green Fruit, Peach, Stone Fruit, Tropical Fruit",per bottle,White,14.5,2019
Henri de Villamont 'Les Groseilles' Chambolle-Musigny Premier Cru 2014/18,74.99,75.0,France,9.8,"Strawberry, Dried Herbs, Raspberry, Savoury",per bottle,Red,13.0,2018
Henriques and Henriques 3 Year Old Full Rich Madeira 50cl,13.99,50.0,Portugal,9.5,"Toffee, Caramel, Dried Fruit",per bottle,Red,19.0,Non-Vintage
"J Vineyards 'J Cuvée 20 Brut', Russian River Valley",29.99,75.0,USA,9.4,"Red Apple, Almond, Cream, Ginger, Lemon",per bottle,White,12.5,Non-Vintage
"Paul Jaboulet Aîné Syrah, 2019/21, France",11.99,75.0,France,10.5,"White Pepper, Black Cherry, Black Plum, Blackberry, Smoke, Spice",per bottle,Red,14.0,2021
Jomain Frères Bourgogne Blanc 2019/20,16.99,75.0,France,10.9,"Peach, Cream, Green Apple, Lemon",per bottle,White,14.5,2020
"Kangarilla Road Chardonnay 2020/21, Adelaide Hills",13.99,75.0,Australia,9.8,"Vanilla, Butter, Green Apple, Lemon, Peach",per bottle,White,13.0,2021
"Kangarilla Road Shiraz 2020/21, McLaren Vale",14.99,75.0,Australia,10.9,"Vanilla, Black Cherry, Black Plum, Blackberry, Blackcurrant, Chocolate, Raspberry, Tobacco",per bottle,Red,14.5,2021
"Kanonkop ‘Paul Sauer’ 2018/19, Stellenbosch",53.99,75.0,South Africa,10.9,"Black Fruit, Blackberry, Blackcurrant, Cigar Box, Earth, Leather, Tobacco",per bottle,Red,14.5,2019
"Katie Jones 'L'Histoire' 2019, Fitou",11.99,75.0,France,10.5,"Black Fruit, Blackberry, Rose",per bottle,Red,14.0,2019
"Kraal Bay Pinotage 2018, Swartland",10.99,75.0,South Africa,10.5,"Smoke, Black Cherry, Black Pepper, Blackberry",per bottle,Red,14.0,2018
Kutch Sonoma Coast Chardonnay 2018,56.0,75.0,USA,9.8,"Wet Stones, Citrus Fruit, Grapefruit, Green Apple, Peach, Vanilla",per bottle,White,13.0,2018
La Màgia Organic Brunello di Montalcino DOCG 2016/17,39.99,75.0,Italy,11.3,"Spice, Black Fruit, Herbaceous",per bottle,Red,15.0,2017
La Réserve de Léoville-Barton St-Julien 2018/19,42.99,75.0,France,10.5,"Cedar, Blackberry, Blackcurrant",per bottle,Red,14.0,2019
La Rioja Alta ‘904’ Rioja Gran Reserva 2011/15,74.99,75.0,Spain,10.9,"Black Fruit, Cigar Box, Red Fruit, Spice, Vanilla",per bottle,Red,14.5,2011
"Lâchez-Vous Grenache-Syrah 2019/20, France",9.99,75.0,France,10.5,"Sweet Spice, Raspberry, Strawberry",per bottle,Red,14.0,2020
Lanson Le Green Label Organic Brut,49.99,75.0,France,9.4,"Pear, Bread, Green Apple",per bottle,White,12.5,Non-Vintage
Lanson Le Vintage 2009,49.99,75.0,France,9.4,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.5,2009
"Lapostolle 'Cuvée Alexandre' Chardonnay 2019, Casablanca Valley",19.99,75.0,Chile,10.9,"Bread, Butter, Green Apple, Honey, Peach, Vanilla",per bottle,White,14.5,2019
"Las Maletas Malbec 2022/23, Mendoza",8.99,75.0,Argentina,10.1,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,13.5,2022
Laurent-Perrier La Cuvée Champagne Magnum,100.0,1.5,France,18.0,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.0,Non-Vintage
"LB7 Red 2018/20 Magnum, Lisbon",16.99,1.5,Portugal,20.3,"Spice, Black Fruit, Black Plum, Blackberry",per bottle,Red,13.5,2020
"Le Cellier des Papes Châteauneuf-du-Pape 2020, Half Bottle",11.99,37.5,France,5.4,"Blackberry, Chocolate, Leather, Liquorice, Red Fruit",per bottle,Red,14.5,2020
Le Difese Tenuta San Guido 2020/21,27.99,75.0,Italy,10.5,"Vanilla, Black Cherry, Cedar, Earth, Tobacco",per bottle,Red,14.0,2020
Léon Perdigal Châteauneuf-du-Pape 2020 Magnum,49.99,1.5,France,21.8,"Black Plum, Dried Herbs, Red Fruit",per bottle,Red,14.5,2020
Les Grandes Serres 'La Pigna' Châteauneuf-du-Pape 2020,27.99,75.0,France,10.9,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,14.5,2020
"Lopez de Haro Rosé 2020/21, Rioja",10.99,75.0,Spain,9.8,"Strawberry, Peach, Raspberry",per bottle,Rosé,13.0,2021
Lopez de Heredia 'Viña Tondonia' Rioja Reserva 2010/11,35.99,75.0,Spain,9.8,"Vanilla, Black Fruit, Red Fruit, Spice",per bottle,Red,13.0,2010
Louis Jadot Bourgogne Pinot Noir 'Les Pierres Rouges' 2020/21,17.99,75.0,France,9.8,"Strawberry, Cranberry, Red Cherry",per bottle,Red,13.0,2021
Louis Jadot 'Clos du Cromin' Meursault 2018/20,58.99,75.0,France,9.8,"Butter, Cream, Hazelnut, Honey, Stone Fruit",per bottle,White,13.0,2020
Louis Latour 'Domaine Latour' Aloxe-Corton 2017,56.99,75.0,France,10.1,"Nutmeg, Raspberry, Red Cherry, Spice, Strawberry",per bottle,Red,13.5,2017
Louis Latour Mâcon-Lugny 2020 Magnum,29.99,1.5,France,19.5,"Apricot, Floral, Lemon, Peach",per bottle,White,13.0,2020
"Louis Martini Cabernet Sauvignon 2017/18, Napa Valley",36.99,75.0,USA,11.3,"Black Plum, Blackcurrant, Vanilla",per bottle,Red,15.0,2018
Louis Roederer 2013/14 Champagne,69.99,75.0,France,9.0,"Citrus Fruit, Almond, Bread, Caramel, Chocolate",per bottle,White,12.0,2014
Louis Roederer 'Cristal' Champagne 2012,240.0,75.0,France,9.0,"Wet Stones, Citrus Fruit, Green Apple, Peach",per bottle,White,12.0,2012
"Louis Roederer Quartet, California",29.99,75.0,USA,9.4,"Spice, Hazelnut, Pear",per bottle,White,12.5,Non-Vintage
Louis Soufflot Chablis 2018,24.99,75.0,France,9.4,"Cream, Green Apple, Lemon, Wet Stones",per bottle,White,12.5,2018
"Louis Violland Mercurey 2020/21, Burgundy",25.99,75.0,France,10.5,"Sweet Spice, Earth, Red Cherry, Strawberry",per bottle,Red,14.0,2020
"Luis Felipe Edwards ‘Macerao’ Orange Wine 2021, Itata",9.99,75.0,Chile,9.4,"Floral, Lychee, Quince",per bottle,Orange,12.5,2021
"Luis Felipe Edwards 'Late Harvest' Viognier/Sauvignon Blanc 2018/19 Half Bottle, Colchagua Valley",6.99,37.5,Chile,4.7,"Stone Fruit, Citrus Fruit, Honey",per bottle,White,12.5,2019
